timestamp,cpc
2011-07-09 09:15:01,0.34578125
2011-07-09 15:15:01,0.133918069867
2011-07-09 17:15:01,0.150357746845
2011-07-09 18:15:01,0.203111864407
2011-07-09 19:15:01,0.130078543377
2011-07-09 20:15:01,0.167640449438
2011-07-09 21:15:01,0.113326102675
2011-07-09 22:15:01,0.206984732824
2011-07-09 23:15:01,0.245220125786
2011-07-10 00:15:01,0.218996282528
2011-07-10 01:15:01,0.175434131737
2011-07-10 02:15:01,0.15997638724899998
2011-07-10 03:15:01,0.102847736626
2011-07-10 04:15:01,0.133527934714
2011-07-10 05:15:01,0.13079829696599998
2011-07-10 06:15:01,0.142358490566
2011-07-10 07:15:01,0.118586849853
2011-07-10 08:15:01,0.23673151751
2011-07-10 09:15:01,0.255961538462
2011-07-10 10:15:01,0.200746268657
2011-07-10 11:15:01,0.259387755102
2011-07-10 12:15:01,0.311612903226
2011-07-10 13:15:01,0.317843137255
2011-07-10 14:15:01,0.239368421053
2011-07-10 15:15:01,0.264626168224
2011-07-10 16:15:01,0.240777777778
2011-07-10 17:15:01,0.228554216867
2011-07-10 18:15:01,0.15796
2011-07-10 19:15:01,0.143783359498
2011-07-10 20:15:01,0.148010948905
2011-07-10 21:15:01,0.160905550146
2011-07-10 22:15:01,0.145347776511
2011-07-10 23:15:01,0.155945121951
2011-07-11 00:15:01,0.136297468354
2011-07-11 01:15:01,0.164156769596
2011-07-11 02:15:01,0.124148727984
2011-07-11 03:15:01,0.141942344045
2011-07-11 04:15:01,0.13649411764699998
2011-07-11 05:15:01,0.146881275842
2011-07-11 06:15:01,0.5351671106524872
2011-07-11 07:15:01,0.157718978102
2011-07-11 08:15:01,0.138475120385
2011-07-11 09:15:01,0.136170212766
2011-07-11 10:15:01,0.275098039216
2011-07-11 11:15:01,0.4325
2011-07-11 12:15:01,0.333389830508
2011-07-11 13:15:01,0.316944444444
2011-07-11 14:15:01,0.301511627907
2011-07-11 15:15:01,0.195191637631
2011-07-11 16:15:01,0.159351145038
2011-07-11 17:15:01,0.145196471532
