timestamp,cpm
2011-07-09 09:15:01,0.722730241672
2011-07-09 15:15:01,0.6728103927060001
2011-07-09 17:15:01,0.730694412571
2011-07-09 18:15:01,1.1065965848
2011-07-09 19:15:01,0.951126681146
2011-07-09 20:15:01,0.8661270035799999
2011-07-09 21:15:01,0.822021986321
2011-07-09 22:15:01,1.03145922094
2011-07-09 23:15:01,1.16544612166
2011-07-10 00:15:01,1.05581045236
2011-07-10 01:15:01,0.933769979761
2011-07-10 02:15:01,0.8523218694470001
2011-07-10 03:15:01,0.562376237624
2011-07-10 04:15:01,0.690265027243
2011-07-10 05:15:01,0.6615772656669999
2011-07-10 06:15:01,0.6837087917069999
2011-07-10 07:15:01,0.585272294012
2011-07-10 08:15:01,0.7258237694159999
2011-07-10 09:15:01,1.06548190842
2011-07-10 10:15:01,0.812296171035
2011-07-10 11:15:01,1.15012216089
2011-07-10 12:15:01,1.91079022846
2011-07-10 13:15:01,1.89823760173
2011-07-10 14:15:01,1.60666972834
2011-07-10 15:15:01,1.36903179016
2011-07-10 16:15:01,1.23539136879
2011-07-10 17:15:01,1.30004968561
2011-07-10 18:15:01,1.02969040624
2011-07-10 19:15:01,0.932536450273
2011-07-10 20:15:01,0.931886464036
2011-07-10 21:15:01,0.863524014067
2011-07-10 22:15:01,0.991745182096
2011-07-10 23:15:01,0.862854251012
2011-07-11 00:15:01,0.747998448544
2011-07-11 01:15:01,0.850183503168
2011-07-11 02:15:01,0.654526695899
2011-07-11 03:15:01,0.728679424723
2011-07-11 04:15:01,0.6900218627850001
2011-07-11 05:15:01,0.698213122487
2011-07-11 06:15:01,0.638280829834
2011-07-11 07:15:01,0.671747063098
2011-07-11 08:15:01,0.641360186156
2011-07-11 09:15:01,0.588559867574
2011-07-11 10:15:01,4.008431111893461
2011-07-11 11:15:01,2.03972428805
2011-07-11 12:15:01,1.43419613562
2011-07-11 13:15:01,1.5099383320500002
2011-07-11 14:15:01,1.39176641082
2011-07-11 15:15:01,1.1073553539299998
2011-07-11 16:15:01,0.997729716812
2011-07-11 17:15:01,0.8385163641750001
2011-07-11 18:15:01,0.591521865594
2011-07-11 19:15:01,0.523210749244
2011-07-11 20:15:01,0.50741379187
2011-07-11 21:15:01,0.538820681939
2011-07-11 22:15:01,0.537126366514
2011-07-11 23:15:01,0.575014047574
2011-07-12 00:15:01,0.434892834119
2011-07-12 01:15:01,0.568473258729
2011-07-12 02:15:01,0.576361277601
2011-07-12 03:15:01,0.561665799733
2011-07-12 04:15:01,0.506676771373
2011-07-12 05:15:01,0.532992059663
2011-07-12 06:15:01,0.5336466516089999
2011-07-12 07:15:01,0.543344592151
2011-07-12 08:15:01,0.6339368934399999
2011-07-12 09:15:01,4.12771456825437
2011-07-12 10:15:01,0.670085200379
2011-07-12 11:15:01,0.7027198129979999
2011-07-12 12:15:01,0.995558682556
2011-07-12 13:15:01,1.1692653673200002
2011-07-12 14:15:01,1.01409928115
2011-07-12 15:15:01,0.996637659048
2011-07-12 16:15:01,0.679225381434
2011-07-12 17:15:01,0.75814025419
2011-07-12 18:15:01,0.763981210671
2011-07-12 19:15:01,0.7086678559209999
2011-07-12 20:15:01,0.714510023353
2011-07-12 21:15:01,0.762345540039
2011-07-12 22:15:01,0.7031059064890001
2011-07-12 23:15:01,0.707826549505
2011-07-13 00:15:01,0.57670519965
2011-07-13 01:15:01,0.679474448094
2011-07-13 02:15:01,0.5573896009629999
2011-07-13 03:15:01,0.531382043611
2011-07-13 04:15:01,0.529654200621
2011-07-13 05:15:01,0.5197671352359999
2011-07-13 06:15:01,3.951131814377882
2011-07-13 07:15:01,0.555591534137
2011-07-13 08:15:01,0.656115012713
2011-07-13 09:15:01,0.78798286152
2011-07-13 10:15:01,0.6925872496250001
2011-07-13 11:15:01,0.935283109196
2011-07-13 12:15:01,1.0790512156799998
2011-07-13 13:15:01,1.26547389169
2011-07-13 14:15:01,0.758122743682
2011-07-13 15:15:01,0.861263139606
2011-07-13 16:15:01,0.818969842122
2011-07-13 17:15:01,0.7818637188009999
2011-07-13 18:15:01,0.754097953198
2011-07-13 19:15:01,0.7349341254780001
2011-07-13 20:15:01,0.690540979909
2011-07-13 21:15:01,0.729830698994
2011-07-13 22:15:01,0.7500144626199999
2011-07-13 23:15:01,0.788613597882
2011-07-14 00:15:01,0.599371499577
2011-07-14 01:15:01,0.618132010667
2011-07-14 02:15:01,0.492632136346
2011-07-14 03:15:01,0.433984949291
2011-07-14 04:15:01,0.401924624437
2011-07-14 05:15:01,0.391060382405
2011-07-14 06:15:01,0.394108266834
2011-07-14 07:15:01,0.414870889838
2011-07-14 08:15:01,0.459231967846
2011-07-14 09:15:01,0.554594329429
2011-07-14 10:15:01,0.5864474339810001
2011-07-14 11:15:01,0.7743601211650001
2011-07-14 12:15:01,1.0917420034899998
2011-07-14 13:15:01,1.02217110037
2011-07-14 14:15:01,0.927402784199
2011-07-14 15:15:01,0.7583859161769999
2011-07-14 16:15:01,0.628370275811
2011-07-14 17:15:01,0.620875293673
2011-07-14 18:15:01,0.599521386669
2011-07-14 19:15:01,0.5716846471029999
2011-07-14 20:15:01,0.5539379474939999
2011-07-14 21:15:01,0.583300039952
2011-07-14 22:15:01,0.5479498705899999
2011-07-14 23:15:01,0.584078029022
2011-07-15 00:15:01,0.470730436595
2011-07-15 01:15:01,0.613684756703
2011-07-15 02:15:01,0.5000752603809999
2011-07-15 03:15:01,0.465845307932
2011-07-15 04:15:01,0.41024236317
2011-07-15 05:15:01,0.387587791441
2011-07-15 06:15:01,0.424290111819
2011-07-15 07:15:01,0.419710942605
2011-07-15 08:15:01,0.490660629494
2011-07-15 09:15:01,0.579498460973
2011-07-15 10:15:01,0.629326672567
2011-07-15 11:15:01,0.6780685625049999
2011-07-15 12:15:01,0.92753386871
2011-07-15 13:15:01,0.999694137996
2011-07-15 14:15:01,0.6662682149360001
2011-07-15 15:15:01,0.697556091181
2011-07-15 16:15:01,0.641203792909
2011-07-15 17:15:01,0.63342731861
2011-07-15 18:15:01,0.582036667388
2011-07-15 19:15:01,0.563113818597
